Rxn,Flux
EX_pnto__R_e,-1.887244079527e-05
EX_4abz_e,-6.2580032610680006e-06
EX_ac_e,0.06
EX_nh4_e,-0.3441
EX_co2_e,4.746055381326405
EX_glc__D_e,-1.7999999999999998
EX_etoh_e,0.43842093232246415
EX_gly_e,0.019968538262081253
EX_gcald_e,6.2580032610680006e-06
EX_h_e,0.6363672505762656
EX_fe2_e,-6.6705529883321e-05
EX_inost_e,-0.001277906219254429
EX_nac_e,-0.000602937009836593
EX_o2_e,-4.38
EX_pi_e,-0.035444336667427176
EX_k_e,-0.060480442259234886
EX_pydxn_e,-2.1605186551e-08
EX_pyr_e,0.4550262105554298
EX_ribflv_e,-9.9332270229004e-05
EX_na1_e,-6.6231352e-11
EX_so4_e,-0.014348553400868658
EX_thm_e,-1.0203073771e-07
EX_h2o_e,5.962545600960569
EX_cu2_e,-1.1402275230673e-05
EX_mn2_e,-9.38661089462e-06
EX_zn2_e,-0.00015912352243227097
EX_mg2_e,-0.006372879026505749
EX_ca2_e,-0.000128844254475262
EX_cobalt2_e,-9.501720700000001e-11
EX_ni2_e,-3.1297656e-11
13GS_c,0.14776696989657148
16GS_c,0.03888614563867251
PRMICI_c,0.00724005907195664
AATA_c,0.008547625689017112
IPPMIb_c,-0.015479089636892323
HCITR_m,0.008547625689017112
OMCDC_c,0.015479089636892323
BPNT_c,0.011225602837176081
DHQTi_c,0.009915628693605367
DHQS_c,0.009915628693605367
3DSPHR_r,0.00045691784765690305
DDPA_c,0.009915628693605367
IPPMIa_c,-0.015479089636892323
IPMD_c,0.015479089636892323
PSCIT_c,0.009915628693605367
PRFGS_c,0.008990836757836008
MTHFR3_c,0.021421704422608642
ALAS_m,8.973205150779999e-07
PGL_c,0.21886118528862733
KARA1i_m,0.03193762009894463
ACACT40ir_m,0.02380242281751732
ACS_c,0.15012075572664674
ACGK_m,0.007580010681378321
ACOTAi_m,0.007580010681378321
STATg181_rm,0.00021707250406145
STATg161_rm,0.0005915638323584101
ADNK1_c,0.0131570279805098
AHCi_c,0.0131570279805098
ADK1_c,0.42909859351325486
ADSL2i_c,0.008990836757836008
ADSL1r_c,0.012098213047479876
ADSS_c,0.012098213047479876
ADSK_c,0.011225602837176081
ALATRS_c,0.019271542760688928
ALDD2y_c,0.19058878341964536
ANPRT_c,0.002816526327081027
ARGSL_c,0.007580010681378321
ARGSS_c,0.007580010681378321
ARGTRS_c,0.007580010681378321
ASNS1_c,0.00860100258981614
ASNTRS_c,0.00860100258981614
ASPCT_c,0.009098363244632836
ASPK_c,0.02940181523819344
ASAD_c,0.02940181523819344
ASPTRS_c,0.008953514568389293
ATPPRT_c,0.00724005907195664
C14STR_c,0.003967020823420928
C3STDH2_c,0.003967020823420928
C3STDH1_c,0.003967020823420928
C3STKR1_c,0.003967020823420928
C3STKR2_c,0.003967020823420928
C4STMO1_c,0.003967020823420928
C4STMO2_c,0.003967020823420928
C4STMO3_c,0.003967020823420928
C4STMO4_c,0.003967020823420928
C24STR_r,0.003967020823420928
CERH124A_r,0.000137075354297071
CERH124B_r,4.569178476569e-05
CERH126A_r,0.000137075354297071
CERH126B_r,4.569178476569e-05
CERH2A24_r,9.1383569531381e-05
CERH2A26_r,9.1383569531381e-05
CERH324_r,4.569178476569e-05
CERH326_r,4.569178476569e-05
CHTNS_c,0.003493492344716599
CHORM_c,0.00709910236652434
CHORS_c,0.009915628693605367
CS_m,1.2822220699758977
CPPPGO_c,1.11994237221e-07
CTPS2_c,0.0042486240304870455
CYSTS_c,0.002960926395077239
CYSTGL_c,0.011267295864902521
METB1_c,0.008306369469825284
CYSTRS_c,0.002942053954281969
DCMPDA_c,0.000378105183303923
DHFS_1_c,6.2580032610680006e-06
DHNPA2i_m,6.2580032610680006e-06
DNMPPA_c,6.2580032610680006e-06
DHORTS_c,-0.009098363244632836
DHPTS_m,6.2580032610680006e-06
DHAD1_m,0.03193762009894463
DHAD2_m,0.011267295864902521
DMATT_c,0.007934140939172439
DOLPMT_c,0.0952240815404427
DTMPK_c,0.000378105183303923
ENO_c,2.671444855730925
FCLT_m,1.11994237221e-07
AFAT_c,9.95606381131e-07
FMNRx_c,1.66586347e-10
FTHFL_c,0.003973278826681996
FBA_c,1.340821896278701
DHORDfum_c,0.009098363244632836
GRTT_c,0.007934140939172439
G6PDH2i_c,0.21886118528862733
PGI_c,1.316103037810206
GLU5K_c,0.002556004910190576
GLUDy_c,0.2834820254080189
G5SDy_c,0.002556004910190576
GLNS_c,0.07226382430044508
GF6PTA_c,0.003493492344716599
GLNTRS_c,0.006468452702555099
GLUTRS_c,0.01711012083502923
GTHP_c,2.1605186551e-08
GAPD_c,2.7349913956563747
G3PD1r_c,0.006229325058133447
GARFT_c,0.008990836757836008
GHMT2r_c,0.04304826336685923
GLYTRS_c,0.014087991026426886
GMPS2_c,0.004132682782312773
GTPCI_c,6.2580032610680006e-06
GK1_c,0.004132682782312773
HEMEOS_m,9.9292330584e-08
HEX1_c,1.7999999999999998
HISTD_c,0.00724005907195664
HISTP_c,0.00724005907195664
HSTPT_c,0.00724005907195664
HACNH_m,0.008547625689017112
HICITD_m,0.008547625689017112
HSDx_c,0.02940181523819344
HSK_c,0.009869842931192073
HSERTA_c,0.019531972307001363
PPBNGD_c,1.12165064385e-07
HMGCOAR_c,0.02380242281751732
HMGCOAS_m,0.02380242281751732
IG3PS_c,0.00724005907195664
IGPDH_c,0.00724005907195664
IMPD_c,0.004132682782312773
IGPS_c,0.002816526327081027
PPA_m,0.8209791603384414
IMPC_c,0.016230895829792646
ICDHy_c,0.08557855672555095
ILETA_c,-0.011267295864902521
ILETRS_c,0.011267295864902521
IPDDI_c,0.007934140939172439
KARA2i_m,0.011267295864902521
ALATA_L_m,-0.019271542760688928
LNSTLS_c,0.003967020823420928
LEUTA_c,-0.015479089636892323
LEUTRS_c,0.015479089636892323
LYSTRS_c,0.008547625689017112
MDH_m,1.2822220699758977
MDH_c,-0.06600785948348958
ME1_m,0.001622623183011837
ME2_m,0.05078492664522547
MAN1PT_c,0.0952240815404427
MAN6PI_c,-0.0952240815404427
MTHFC_c,0.021248453760946657
METAT_c,0.0131570279805098
METS_c,0.021421704422608642
METTRS_c,0.008264676442098842
MTHFD_c,0.021248453760946657
MEVK1_c,0.02380242281751732
DPMVD_c,0.02380242281751732
AGPRi_m,0.007580010681378321
ACGAM6PS_c,0.003493492344716599
NADHq6_c,2.2937408418308327
NADHK1_c,0.000324808205851989
NADHq6_m,5.106645284422438
NAMNPP_c,0.000602937009836593
NDPK3_c,0.005257078531623186
NDPK8_c,0.000378103837616392
NDPK7_c,0.000255236211455579
NDPK5_c,0.00025523647310464996
NDPK4_c,0.000378105183303923
NDPK1_c,0.47976726848983925
NDPK2_c,0.27405666462644485
AHSERL2_c,0.011225602837176081
OCBT_c,0.007580010681378321
ORNTACi_m,0.007580010681378321
ORPT_c,-0.009098363244632836
OMPDC_c,0.009098363244632836
PTPAT_c,1.8872406359119e-05
PNTK_c,1.887244079527e-05
PHETA1_c,-0.001224947118985737
PRAIS_c,0.008990836757836008
ACGAMPM_c,0.003493492344716599
PGMT_c,0.26146480903709546
GND_c,0.21886118528862733
PGCD_c,0.06354653992544912
PGK_c,2.7349913956563747
PGM_c,2.671444855730925
PMANM_c,-0.0952240815404427
PMEVK_c,0.02380242281751732
PPNCL2_c,1.887244079527e-05
PRASCSi_c,0.008990836757836008
PRAMPC_c,0.00724005907195664
PRATPP_c,0.00724005907195664
AIRC1_c,0.008990836757836008
AICART_c,0.016230895829792646
PRAIi_c,0.002816526327081027
PRAGSi_c,0.008990836757836008
GLUPRT_c,0.008990836757836008
PSP_L_c,0.06354653992544912
PSERT_c,0.06354653992544912
PPBNGS_1_c,4.4866025753899997e-07
PPNDH_c,0.001224947118985737
PPND2_c,0.005874155247538603
PROTRS_c,0.002556004910190576
PPPGO_m,5.5997118611e-08
PDX5POi_c,2.1605186551e-08
P5CR_c,0.002556004910190576
PC_c,0.15073161561121548
PYRDC_c,0.6290097157421095
PYK_c,2.651613598343715
RNDR1_c,0.000378103837616392
RNDR3_c,0.000633341394759502
RNDR2_c,0.00025523647310464996
RPI_c,0.09542475293497298
RPE_c,0.12343643235365437
SACCD2_c,0.008547625689017112
SACCD1_c,0.008547625689017112
SERTRS_c,0.009670264722441736
SHK3Di_c,0.009915628693605367
SHKK_c,0.009915628693605367
SHCHD2_c,1.70827164e-10
SHCHF_c,1.70827164e-10
SQLEy_r,0.003967020823420928
SQLS_c,0.003967020823420928
SLFAT_c,0.011225602837176081
TMDPK_c,1.0203073771e-07
THRS_c,0.009869842931192073
THRTRS_c,0.009869842931192073
TMDS_c,0.000378105183303923
TALA_c,0.06667603052362986
TKT1_c,0.06667603052362986
TKT2_c,0.056760401830024496
TPI_c,1.3345925712205677
TRPS1_c,0.002816526327081027
TRPTRS_c,0.002816526327081027
TYRTA_c,0.005874155247538603
TYRTRS_c,0.005874155247538603
UAGDP_c,0.003493492344716599
UPPDC1_c,1.11994237221e-07
UPP3MT_2_c,1.70827164e-10
UPP3S_c,1.12165064385e-07
GALUi_c,0.26146480903709546
VALTA_m,-0.0164585304620523
HCITS_m,0.008547625689017112
PYDXNK_c,2.1605186551e-08
ALCD2i2_c,0.43842093232246415
3OACE200_rm,0.00045691784765690305
3OACE220_rm,0.00045691784765690305
3OACE240_rm,0.00045691784765690305
3OACE260_rm,0.000228458923828451
3OACR200_rm,0.00045691784765690305
3OACR220_rm,0.00045691784765690305
3OACR240_rm,0.00045691784765690305
3OACR260_rm,0.000228458923828451
3HACD200_rm,0.00045691784765690305
3HACD220_rm,0.00045691784765690305
3HACD240_rm,0.00045691784765690305
3HACD260_rm,0.000228458923828451
ECOAR200_rm,0.00045691784765690305
ECOAR220_rm,0.00045691784765690305
ECOAR240_rm,0.00045691784765690305
ECOAR260_rm,0.000228458923828451
ACOADS160_rm,0.008050311815486589
ACOADS180_rm,0.00295367929879566
FACOAL161_rm,8.976579956400001e-08
FACOAL180_rm,5.3893650018999995e-08
FACOAL181_rm,5.9558751215e-08
2OXOADPt_c_m,0.008547625689017112
ACt_c_e,0.06
ADPATPt_c_m,17.0258800537255
NH4t_c_e,0.3441
CITMALta_m,0.08557855672555095
CITICITt_c_m,0.08557855672555095
COAt_c_m,0.02380242281751732
LACtps_m,1.4196625827496026
LACPYRt_c_m,-1.4196625827496026
GLCt_c_e,1.7999999999999998
GLYtps_e,-0.019968538262081253
INOSTtps_e,0.001277906219254429
FE2t_c_e,6.6705529883321e-05
FE2t_c_m,1.11994237221e-07
GLUt_c_m,0.05089009458549787
NACt_c_e,0.000602937009836593
ORNtpa_m,0.007580010681378321
PNTOtps_e,1.887244079527e-05
PItps_e,0.035444336667427176
PItps_m,15.393020096293249
Ktps_e,0.060480442259234886
PYDXNtps_e,2.1605186551e-08
PYRtps_e,-0.4550262105554298
NAtpa_e,-6.6231352e-11
SUCCt2_m,0.009098363244632836
SO4t_c_e,0.014348553400868658
THMtps_e,1.0203073771e-07
H2Ot_c_e,-5.962545600960569
3C3HMPt_c_m,-0.015479089636892323
2OBUTt_c_m,0.011267295864902521
3MOPt_c_m,-0.011267295864902521
4ABZt_c_e,-6.2580032610680006e-06
4ABZt_c_m,6.2580032610680006e-06
5AOPt_c_m,-8.973205150779999e-07
HCO3E_c,0.27933363199291567
CHLSTI_c,0.003967020823420928
CO2t_c_r,-0.00045691784765690305
CO2t_c_m,-3.9184141529607888
CO2t_c_e,4.746055381326405
COAt_c_r,-0.0009138356953138061
CYTK1_c,0.0058904199263826885
CYTK2_c,-0.000378105183303923
DPCOAK_c,1.8872406359119e-05
DHNPTt_c_m,6.2580032610680006e-06
DNTPPA_c,6.2580032610680006e-06
